-0.201127	0	0.5	0	1	1
-0.201127	0	0.0331678	0	0.0910713	2
-0.435394	0.760827	0.760827	0.644946	0.644946	3
-0.435394	0.760827	0.286751	0.644946	0.467974	4
-0.435394	0.760827	0.0942782	0.644946	0.835433	5
-0.435394	0.760827	0.659025	0.644946	0.429339	6
-0.435394	0.760827	0.51499	0.644946	0.812715	7
-0.435394	0.760827	0.527036	0.644946	0.770158	8
-0.435394	0.760827	0.454683	0.644946	0.556275	9
-0.435394	0.760827	0.439657	0.644946	0.489892	10
-0.435394	0.760827	0.458573	0.644946	0.684335	11
-0.435394	0.760827	0.154866	0.644946	0.24892	12
-0.435394	0.760827	0.346158	0.644946	0.0187649	13
-0.435394	0.760827	0.498305	0.644946	0.0832045	14
-0.43806	0.768359	0.768359	0.636807	0.636807	15
-0.43806	0.768359	0.408006	0.636807	0.131782	16
-0.43806	0.768359	0.429672	0.636807	0.718965	17
-0.43806	0.768359	0.69661	0.636807	0.603969	18
-0.43806	0.768359	0.473759	0.636807	0.793996	19
-0.43806	0.768359	0.916759	0.636807	0.0543689	20
-0.43806	0.768359	0.0389957	0.636807	0.078832	21
-0.43806	0.768359	0.178586	0.636807	0.435682	22
-0.43806	0.768359	0.840057	0.636807	0.438379	23
-0.43806	0.768359	0.0940539	0.636807	0.57749	24
-0.43806	0.768359	0.624717	0.636807	0.381553	25
-0.43806	0.768359	0.959721	0.636807	0.650347	26
-0.43806	0.768359	0.891091	0.636807	0.682419	27
-0.43806	0.768359	0.106499	0.636807	0.199219	28
-0.43806	0.768359	0.492393	0.636807	0.900702	29
-0.43806	0.768359	0.152402	0.636807	0.542303	30
-0.43806	0.768359	0.669631	0.636807	0.19019	31
-0.43806	0.768359	0.557239	0.636807	0.548112	32
-0.43806	0.768359	0.891949	0.636807	0.901834	33
-0.440568	0.809375	0.809375	0.596045	0.596045	34
-0.440568	0.809375	0.809011	0.596045	0.781813	35
-0.440568	0.809375	0.252379	0.596045	0.389576	36
-0.440568	0.809375	0.272191	0.596045	0.17427	37
-0.440568	0.809375	0.412331	0.596045	0.852031	38
-0.440568	0.809375	0.105388	0.596045	0.971923	39
-0.440568	0.809375	0.761307	0.596045	0.34268	40
-0.440568	0.809375	0.947224	0.596045	0.296445	41
-0.440568	0.809375	0.735806	0.596045	0.743781	42
-0.440568	0.809375	0.44733	0.596045	0.917219	43
-0.440568	0.809375	0.181573	0.596045	0.188255	44
-0.440568	0.809375	0.299865	0.596045	0.609009	45
-0.440568	0.809375	0.121339	0.596045	0.446937	46
-0.440568	0.809375	0.0229966	0.596045	0.851534	47
-0.440568	0.809375	0.567394	0.596045	0.0281498	48
-0.440568	0.809375	0.150571	0.596045	0.398008	49
-0.440568	0.809375	0.380484	0.596045	0.788008	50
-0.440568	0.809375	0.722167	0.596045	0.167626	51
-0.440568	0.809375	0.233684	0.596045	0.690254	52
-0.440568	0.809375	0.712394	0.596045	0.426271	53
-0.440568	0.809375	0.605884	0.596045	0.0352895	54
-0.440568	0.809375	0.267555	0.596045	0.338557	55
-0.440568	0.809375	0.377786	0.596045	0.197562	56
-0.440568	0.809375	0.895564	0.596045	0.623394	57
-0.440568	0.809375	0.204256	0.596045	0.761962	58
-0.440568	0.809375	0.440814	0.596045	0.641673	59
-0.440568	0.809375	0.90699	0.596045	0.4182	60
-0.440568	0.809375	0.734251	0.596045	0.0538494	61
-0.440568	0.809375	0.053756	0.596045	0.140064	62
-0.440568	0.809375	0.548897	0.596045	0.203946	63
-0.440568	0.809375	0.963646	0.596045	0.980386	64
-0.440568	0.809375	0.0188772	0.596045	0.586285	65
-0.440568	0.809375	0.661928	0.596045	0.868236	66
-0.440568	0.809375	0.804938	0.596045	0.00962766	67
-0.440568	0.809375	0.782793	0.596045	0.646397	68
-0.440568	0.809375	0.797495	0.596045	0.886484	69
-0.440568	0.809375	0.598661	0.596045	0.937539	70
-0.440568	0.809375	0.687354	0.596045	0.636736	71
-0.440568	0.809375	0.472753	0.596045	0.594391	72
-0.440568	0.809375	0.873947	0.596045	0.561481	73
-0.440568	0.809375	0.987982	0.596045	0.704277	74
-0.440568	0.809375	0.989802	0.596045	0.327443	75
-0.440568	0.809375	0.734495	0.596045	0.52653	76
-0.440568	0.809375	0.605126	0.596045	0.40184	77
-0.440568	0.809375	0.435625	0.596045	0.490795	78
-0.440568	0.809375	0.879136	0.596045	0.633521	79
-0.440568	0.809375	0.79321	0.596045	0.265029	80
-0.440568	0.809375	0.291858	0.596045	0.288409	81
-0.440568	0.809375	0.869838	0.596045	0.664457	82
-0.440568	0.809375	0.198409	0.596045	0.41616	83
-0.440568	0.809375	0.424802	0.596045	0.156554	84
-0.440568	0.809375	0.786317	0.596045	0.762695	85
-0.440568	0.809375	0.520797	0.596045	0.347306	86
-0.440568	0.809375	0.728091	0.596045	0.486027	87
-0.440568	0.809375	0.36543	0.596045	0.894287	88
-0.440568	0.809375	0.00286802	0.596045	0.360318	89
-0.440568	0.809375	0.513942	0.596045	0.76686	90
-0.440568	0.809375	0.34647	0.596045	0.75833	91
-0.440568	0.809375	0.394685	0.596045	0.0217071	92
-0.440568	0.809375	0.635152	0.596045	0.1786	93
-0.440568	0.809375	0.960499	0.596045	0.514042	94
-0.440568	0.809375	0.991345	0.596045	0.582383	95
-0.440568	0.809375	0.792009	0.596045	0.0204964	96
-0.440568	0.809375	0.577273	0.596045	0.337397	97
-0.440568	0.809375	0.0599741	0.596045	0.728403	98
