1	1.41061	1.72408	1.99333	2.23242	2.44088	2.6416	2.82838	2.99744	3.15222	3.31268	3.46389	3.60198	3.74408	3.87452	3.99971	4.11846	4.23607	4.34765	4.4625	4.57147	4.6746	4.78995	4.89137	4.99739	5.10143	5.20423	5.30064	5.39775	5.50015	5.58764	5.68072	5.77056	5.86248	5.94637	6.024	6.1037	6.19794	6.2737	6.34671	6.43462	6.5097	6.58577	6.66262	6.72679	6.80916	6.88884	6.962	7.03255	7.10388	7.1745	7.23145	7.309	7.37632	7.45388	7.52425	7.59102	7.65607	7.72237	7.78376	7.85646	7.93152	7.98786	8.05522	8.11818	8.17725	8.24269	8.30007	8.3609	8.42438	8.48399	8.54274	8.61393	8.67131	8.72448	8.78094	8.84311	8.89297	8.94789	9.00791	9.06589	9.12051	9.1784	9.23026	9.28335	9.33881	9.39823	9.44343	9.4965	9.54825	9.59005	9.64999	9.70701	9.76338	9.82118	9.87048	9.91927	9.97038	10.0258	10.0733	
1	1.41449	1.73193	2.00293	2.24017	2.46205	2.64791	2.82627	3.00418	3.17099	3.32206	3.47772	3.61382	3.75499	3.87407	4.00001	4.12364	4.23966	4.36076	4.46637	4.56998	4.67116	4.76994	4.87408	4.97171	5.07129	5.16848	5.26265	5.36085	5.45983	5.55499	5.64094	5.72193	5.81204	5.89887	5.98015	6.05982	6.14885	6.22259	6.30554	6.39132	6.4703	6.5462	6.62024	6.69924	6.77149	6.8464	6.91934	6.99441	7.05986	7.13344	7.20228	7.26849	7.34645	7.41739	7.49206	7.55491	7.61972	7.6749	7.73652	7.80011	7.87001	7.93432	8.0018	8.06133	8.12244	8.17996	8.24333	8.30551	8.35879	8.41426	8.488	8.54711	8.61264	8.66778	8.72055	8.76935	8.83025	8.88929	8.94708	9.00492	9.05976	9.11237	9.17006	9.22631	9.29006	9.33895	9.39233	9.43447	9.4895	9.54787	9.59552	9.63841	9.69715	9.74916	9.79916	9.84919	9.89714	9.93816	9.9923	
1	1.41672	1.73784	2.00386	2.24561	2.46489	2.6586	2.83999	3.01822	3.1893	3.34284	3.4837	3.62694	3.76467	3.90099	4.01912	4.14054	4.27291	4.37428	4.4789	4.58726	4.70203	4.80838	4.9168	5.01566	5.10811	5.20064	5.29207	5.38894	5.47924	5.57332	5.65811	5.7442	5.82806	5.9169	6.00475	6.08563	6.16851	6.25282	6.3279	6.39395	6.46411	6.53888	6.61187	6.69326	6.77703	6.86104	6.94528	7.01653	7.08275	7.15173	7.21591	7.28502	7.35299	7.41491	7.48539	7.54587	7.61027	7.6792	7.74804	7.80723	7.86847	7.92093	7.98904	8.05372	8.11715	8.17897	8.23198	8.29018	8.34467	8.40399	8.46603	8.52316	8.59017	8.65795	8.71575	8.77622	8.83032	8.89592	8.94119	9.00469	9.05234	9.11828	9.17437	9.23691	9.29204	9.3503	9.40081	9.45413	9.50247	9.5571	9.60708	9.6591	9.71533	9.76935	9.823	9.87634	9.92807	9.97526	10.025	
1	1.42037	1.72999	1.99825	2.24223	2.44615	2.64701	2.83085	3.00385	3.1607	3.31465	3.4691	3.61015	3.73912	3.87326	4.00399	4.12225	4.23009	4.34754	4.45601	4.56348	4.66833	4.77837	4.88577	4.99379	5.0886	5.18489	5.28196	5.37877	5.48057	5.57379	5.6595	5.74416	5.82572	5.90774	5.99498	6.07072	6.15316	6.22892	6.30659	6.39381	6.46297	6.53316	6.60833	6.67859	6.7515	6.82098	6.899	6.9646	7.03721	7.11186	7.18348	7.2584	7.32969	7.39629	7.46176	7.53646	7.60634	7.6709	7.73592	7.79655	7.86117	7.93676	8.00315	8.06212	8.13136	8.19699	8.24593	8.29803	8.3621	8.42191	8.48447	8.54832	8.61449	8.66942	8.7269	8.77832	8.83913	8.90832	8.96299	9.01681	9.07496	9.12719	9.18904	9.2448	9.30141	9.36036	9.40885	9.45607	9.51095	9.5633	9.61998	9.66439	9.72623	9.77646	9.83579	9.8847	9.92507	9.97961	10.0218	
1	1.41417	1.74221	2.01488	2.2515	2.45905	2.64829	2.8305	2.99775	3.15577	3.31121	3.47423	3.61149	3.7393	3.87306	4.0124	4.13334	4.2583	4.3786	4.4923	4.61278	4.71979	4.8224	4.91949	5.01723	5.11193	5.21279	5.31166	5.39499	5.47738	5.56372	5.64723	5.73066	5.82442	5.90765	5.99463	6.06879	6.15065	6.23274	6.32259	6.40577	6.47958	6.56294	6.6354	6.72066	6.80097	6.87647	6.95543	7.02518	7.09471	7.16518	7.2294	7.29307	7.3675	7.42077	7.48971	7.55694	7.62524	7.69461	7.75841	7.82238	7.89087	7.95217	8.01605	8.07651	8.14126	8.2068	8.2563	8.31404	8.36861	8.43835	8.50548	8.56911	8.62428	8.67273	8.72504	8.78071	8.83907	8.89515	8.95274	9.00919	9.05859	9.10654	9.15586	9.20321	9.24595	9.2937	9.34578	9.39972	9.45621	9.51767	9.56431	9.60605	9.6566	9.70888	9.76926	9.81705	9.85472	9.90596	9.9562	
1	1.41949	1.74074	2.01494	2.25037	2.46683	2.66725	2.84564	3.02686	3.18669	3.34404	3.48233	3.62159	3.75625	3.88471	4.00934	4.13391	4.25161	4.36827	4.48534	4.59065	4.69927	4.80396	4.9066	5.01232	5.10637	5.19907	5.29633	5.38226	5.47767	5.57934	5.66814	5.75733	5.85314	5.94702	6.02597	6.11274	6.20141	6.27696	6.3628	6.44218	6.52374	6.60244	6.67171	6.73914	6.81168	6.88124	6.94707	6.99707	7.05839	7.13029	7.21196	7.29296	7.36053	7.42968	7.49927	7.55764	7.61897	7.68282	7.74527	7.81482	7.88036	7.94177	8.00265	8.0626	8.11296	8.18237	8.2427	8.30907	8.3516	8.40953	8.46388	8.52463	8.58038	8.63211	8.69721	8.74668	8.81191	8.86735	8.91618	8.97093	9.02732	9.08692	9.13986	9.18907	9.24023	9.28637	9.33629	9.39537	9.45396	9.4964	9.55566	9.60257	9.663	9.72323	9.79451	9.84826	9.89098	9.93148	9.97679	
1	1.40925	1.72615	1.98876	2.22755	2.43256	2.63224	2.81415	2.98186	3.14262	3.30503	3.45762	3.59157	3.72449	3.85592	3.98576	4.10154	4.21295	4.33072	4.4499	4.56797	4.68205	4.79714	4.89648	4.99258	5.09066	5.19305	5.28493	5.37196	5.45448	5.54943	5.63944	5.73501	5.8302	5.91434	6.00313	6.0829	6.17211	6.24693	6.33295	6.41532	6.49578	6.57646	6.65311	6.73159	6.81575	6.89247	6.97118	7.04057	7.11044	7.17838	7.2589	7.33123	7.39615	7.45999	7.53535	7.60855	7.67451	7.73669	7.81064	7.87453	7.93637	7.99551	8.05824	8.12237	8.19042	8.25306	8.31746	8.38098	8.44196	8.49731	8.55893	8.61109	8.67458	8.72128	8.76551	8.82075	8.87489	8.92643	8.98871	9.0469	9.09473	9.1473	9.19446	9.24905	9.29832	9.35582	9.40493	9.45403	9.5093	9.55903	9.61462	9.66343	9.7256	9.7679	9.82182	9.87949	9.9344	9.9818	10.0349	
1	1.42033	1.72733	1.99546	2.22675	2.44676	2.64355	2.82174	2.99421	3.16362	3.3214	3.46864	3.60957	3.74494	3.8729	4.00352	4.12502	4.24808	4.36978	4.48104	4.58898	4.69466	4.80504	4.9058	5.00561	5.09862	5.19657	5.2956	5.384	5.48443	5.5748	5.66452	5.74521	5.83069	5.91471	6.00606	6.09828	6.17795	6.26612	6.35466	6.43577	6.51903	6.59405	6.67464	6.75016	6.82004	6.88568	6.96927	7.04884	7.12468	7.18691	7.25573	7.32256	7.38972	7.45509	7.523	7.59354	7.65619	7.7174	7.78612	7.8419	7.90622	7.97418	8.03752	8.09055	8.14469	8.205	8.27133	8.33526	8.38943	8.44869	8.49955	8.55828	8.62326	8.67732	8.73204	8.7789	8.82827	8.88215	8.94331	9.00391	9.0696	9.11725	9.17024	9.21878	9.27466	9.32528	9.38295	9.44412	9.4937	9.53718	9.5856	9.63714	9.67978	9.7302	9.78639	9.83041	9.88146	9.92907	9.98199	
1	1.41232	1.74211	2.01309	2.24216	2.45639	2.65475	2.83319	3.00436	3.17448	3.32707	3.47408	3.61018	3.74645	3.87234	3.99891	4.12019	4.24133	4.36006	4.47955	4.58135	4.68622	4.78906	4.89507	5.00034	5.10543	5.20827	5.30234	5.39668	5.49408	5.57724	5.66999	5.7612	5.84706	5.92898	6.01593	6.09136	6.17027	6.25352	6.33031	6.40703	6.48259	6.55832	6.63039	6.70532	6.7824	6.858	6.93204	6.99411	7.07344	7.14416	7.20993	7.26892	7.33397	7.40716	7.47322	7.53293	7.60144	7.66509	7.72435	7.79578	7.86209	7.93081	7.98251	8.04556	8.10426	8.17645	8.23752	8.30288	8.36289	8.43198	8.48654	8.54498	8.60394	8.66372	8.71542	8.76427	8.81659	8.87502	8.93317	8.97945	9.02621	9.08686	9.13227	9.17777	9.23961	9.2946	9.35615	9.41593	9.46835	9.52083	9.58547	9.62916	9.68068	9.73047	9.77591	9.82791	9.87409	9.91575	9.96137	
1	1.42031	1.74037	2.00538	2.24303	2.45666	2.65062	2.83639	2.99898	3.16153	3.31529	3.45944	3.60851	3.74071	3.86376	3.98821	4.106	4.23018	4.35622	4.47126	4.59061	4.69302	4.79521	4.8886	4.98666	5.08525	5.18774	5.29369	5.39627	5.49053	5.58281	5.66864	5.75326	5.83832	5.93175	6.0133	6.09919	6.17373	6.26181	6.33868	6.42025	6.4993	6.58201	6.66075	6.72485	6.79286	6.8626	6.93769	7.00728	7.07945	7.14561	7.21354	7.28296	7.34515	7.40936	7.4809	7.54206	7.62193	7.69143	7.75671	7.80991	7.86396	7.93012	7.98482	8.04955	8.09824	8.16338	8.21332	8.28161	8.34755	8.40434	8.46281	8.52583	8.58324	8.65211	8.71703	8.77725	8.83324	8.89491	8.95197	9.01401	9.07376	9.12683	9.18772	9.23706	9.28987	9.34645	9.39558	9.45444	9.49928	9.54546	9.60072	9.65481	9.70443	9.75216	9.80302	9.86193	9.8976	9.94773	10.0002	
